"test1","1234","test1","test1@naver.com","2018-12-13 18:12:33",1,1,43
"test2","1234","test2","test2@naver.com","2018-12-13 18:12:33",0,1,43
"test3","1234","test3","test3@naver.com","2018-12-13 18:12:33",0,1,23
"test4","1234","test4","test4@naver.com","2018-12-13 18:12:33",0,1,17
"test5","1234","test5","test5@naver.com","2018-12-13 18:12:33",1,1,22
"test6","1234","test6","test6@naver.com","2018-12-13 18:12:33",1,1,21
"test7","1234","test7","test7@naver.com","2018-12-13 18:12:33",0,1,39
"test8","1234","test8","test8@naver.com","2018-12-13 18:12:33",1,1,68
"test9","1234","test9","test9@naver.com","2018-12-13 18:12:33",0,1,29
"test10","1234","test10","test10@naver.com","2018-12-13 18:12:33",1,1,66
"test11","1234","test11","test11@naver.com","2018-12-13 18:12:33",1,1,38
"test12","1234","test12","test12@naver.com","2018-12-13 18:12:33",1,1,44
"test13","1234","test13","test13@naver.com","2018-12-13 18:12:33",1,1,18
"test14","1234","test14","test14@naver.com","2018-12-13 18:12:33",1,1,60
"test15","1234","test15","test15@naver.com","2018-12-13 18:12:33",1,1,37
"test16","1234","test16","test16@naver.com","2018-12-13 18:12:33",0,1,27
"test17","1234","test17","test17@naver.com","2018-12-13 18:12:33",0,1,61
"test18","1234","test18","test18@naver.com","2018-12-13 18:12:33",0,1,67
"test19","1234","test19","test19@naver.com","2018-12-13 18:12:33",0,1,53
"test20","1234","test20","test20@naver.com","2018-12-13 18:12:33",1,1,17
"test21","1234","test21","test21@naver.com","2018-12-13 18:12:33",1,1,22
"test22","1234","test22","test22@naver.com","2018-12-13 18:12:33",0,1,23
"test23","1234","test23","test23@naver.com","2018-12-13 18:12:33",0,1,18
"test24","1234","test24","test24@naver.com","2018-12-13 18:12:33",1,1,37
"test25","1234","test25","test25@naver.com","2018-12-13 18:12:33",1,1,39
"test26","1234","test26","test26@naver.com","2018-12-13 18:12:33",0,1,49
"test27","1234","test27","test27@naver.com","2018-12-13 18:12:33",0,1,23
"test28","1234","test28","test28@naver.com","2018-12-13 18:12:33",1,1,41
"test29","1234","test29","test29@naver.com","2018-12-13 18:12:33",0,1,42
"test30","1234","test30","test30@naver.com","2018-12-13 18:12:33",0,1,19
"test31","1234","test31","test31@naver.com","2018-12-13 18:12:33",0,1,60
"test32","1234","test32","test32@naver.com","2018-12-13 18:12:33",0,1,27
"test33","1234","test33","test33@naver.com","2018-12-13 18:12:33",1,1,39
"test34","1234","test34","test34@naver.com","2018-12-13 18:12:33",1,1,22
"test35","1234","test35","test35@naver.com","2018-12-13 18:12:33",0,1,46
"test36","1234","test36","test36@naver.com","2018-12-13 18:12:33",1,1,30
"test37","1234","test37","test37@naver.com","2018-12-13 18:12:33",1,1,64
"test38","1234","test38","test38@naver.com","2018-12-13 18:12:33",1,1,63
"test39","1234","test39","test39@naver.com","2018-12-13 18:12:33",0,1,46
"test40","1234","test40","test40@naver.com","2018-12-13 18:12:33",1,1,35
"test41","1234","test41","test41@naver.com","2018-12-13 18:12:33",0,1,67
"test42","1234","test42","test42@naver.com","2018-12-13 18:12:33",0,1,64
"test43","1234","test43","test43@naver.com","2018-12-13 18:12:33",1,1,25
"test44","1234","test44","test44@naver.com","2018-12-13 18:12:33",0,1,18
"test45","1234","test45","test45@naver.com","2018-12-13 18:12:33",1,1,50
"test46","1234","test46","test46@naver.com","2018-12-13 18:12:33",1,1,63
"test47","1234","test47","test47@naver.com","2018-12-13 18:12:33",0,1,58
"test48","1234","test48","test48@naver.com","2018-12-13 18:12:33",1,1,60
"test49","1234","test49","test49@naver.com","2018-12-13 18:12:33",0,1,28
"test50","1234","test50","test50@naver.com","2018-12-13 18:12:33",1,1,18
"test51","1234","test51","test51@naver.com","2018-12-13 18:12:33",1,1,33
"test52","1234","test52","test52@naver.com","2018-12-13 18:12:33",1,1,59
"test53","1234","test53","test53@naver.com","2018-12-13 18:12:33",1,1,50
"test54","1234","test54","test54@naver.com","2018-12-13 18:12:33",1,1,57
"test55","1234","test55","test55@naver.com","2018-12-13 18:12:33",0,1,67
"test56","1234","test56","test56@naver.com","2018-12-13 18:12:33",0,1,66
"test57","1234","test57","test57@naver.com","2018-12-13 18:12:33",1,1,43
"test58","1234","test58","test58@naver.com","2018-12-13 18:12:33",1,1,64
"test59","1234","test59","test59@naver.com","2018-12-13 18:12:33",0,1,49
"test60","1234","test60","test60@naver.com","2018-12-13 18:12:33",0,1,16
"test61","1234","test61","test61@naver.com","2018-12-13 18:12:33",1,1,18
"test62","1234","test62","test62@naver.com","2018-12-13 18:12:33",0,1,27
"test63","1234","test63","test63@naver.com","2018-12-13 18:12:33",0,1,48
"test64","1234","test64","test64@naver.com","2018-12-13 18:12:33",1,1,68
"test65","1234","test65","test65@naver.com","2018-12-13 18:12:33",0,1,44
"test66","1234","test66","test66@naver.com","2018-12-13 18:12:33",0,1,50
"test67","1234","test67","test67@naver.com","2018-12-13 18:12:33",0,1,23
"test68","1234","test68","test68@naver.com","2018-12-13 18:12:33",1,1,45
"test69","1234","test69","test69@naver.com","2018-12-13 18:12:33",1,1,68
"test70","1234","test70","test70@naver.com","2018-12-13 18:12:33",0,1,19
"test71","1234","test71","test71@naver.com","2018-12-13 18:12:33",1,1,57
"test72","1234","test72","test72@naver.com","2018-12-13 18:12:33",1,1,23
"test73","1234","test73","test73@naver.com","2018-12-13 18:12:33",1,1,44
"test74","1234","test74","test74@naver.com","2018-12-13 18:12:33",1,1,27
"test75","1234","test75","test75@naver.com","2018-12-13 18:12:33",1,1,18
"test76","1234","test76","test76@naver.com","2018-12-13 18:12:33",0,1,33
"test77","1234","test77","test77@naver.com","2018-12-13 18:12:33",0,1,54
"test78","1234","test78","test78@naver.com","2018-12-13 18:12:33",1,1,54
"test79","1234","test79","test79@naver.com","2018-12-13 18:12:33",0,1,64
"test80","1234","test80","test80@naver.com","2018-12-13 18:12:33",0,1,32
"test81","1234","test81","test81@naver.com","2018-12-13 18:12:33",0,1,20
"test82","1234","test82","test82@naver.com","2018-12-13 18:12:33",0,1,34
"test83","1234","test83","test83@naver.com","2018-12-13 18:12:33",0,1,26
"test84","1234","test84","test84@naver.com","2018-12-13 18:12:33",1,1,54
"test85","1234","test85","test85@naver.com","2018-12-13 18:12:33",1,1,36
"test86","1234","test86","test86@naver.com","2018-12-13 18:12:33",0,1,21
"test87","1234","test87","test87@naver.com","2018-12-13 18:12:33",0,1,25
"test88","1234","test88","test88@naver.com","2018-12-13 18:12:33",0,1,17
"test89","1234","test89","test89@naver.com","2018-12-13 18:12:33",1,1,29
"test90","1234","test90","test90@naver.com","2018-12-13 18:12:33",1,1,50
"test91","1234","test91","test91@naver.com","2018-12-13 18:12:33",0,1,23
"test92","1234","test92","test92@naver.com","2018-12-13 18:12:33",1,1,59
"test93","1234","test93","test93@naver.com","2018-12-13 18:12:33",1,1,56
"test94","1234","test94","test94@naver.com","2018-12-13 18:12:33",0,1,69
"test95","1234","test95","test95@naver.com","2018-12-13 18:12:33",1,1,49
"test96","1234","test96","test96@naver.com","2018-12-13 18:12:33",1,1,31
"test97","1234","test97","test97@naver.com","2018-12-13 18:12:33",0,1,44
"test98","1234","test98","test98@naver.com","2018-12-13 18:12:33",1,1,15
"test99","1234","test99","test99@naver.com","2018-12-13 18:12:33",0,1,31
"test100","1234","test100","test100@naver.com","2018-12-13 18:12:33",0,1,36
"test101","1234","test101","test101@naver.com","2018-12-13 18:12:33",0,1,35
"test102","1234","test102","test102@naver.com","2018-12-13 18:12:33",1,1,52
"test103","1234","test103","test103@naver.com","2018-12-13 18:12:33",1,1,21
"test104","1234","test104","test104@naver.com","2018-12-13 18:12:33",1,1,58
"test105","1234","test105","test105@naver.com","2018-12-13 18:12:33",1,1,30
"test106","1234","test106","test106@naver.com","2018-12-13 18:12:33",1,1,20
"test107","1234","test107","test107@naver.com","2018-12-13 18:12:33",1,1,33
"test108","1234","test108","test108@naver.com","2018-12-13 18:12:33",1,1,60
"test109","1234","test109","test109@naver.com","2018-12-13 18:12:33",0,1,39
"test110","1234","test110","test110@naver.com","2018-12-13 18:12:33",0,1,24
"test111","1234","test111","test111@naver.com","2018-12-13 18:12:33",0,1,42
"test112","1234","test112","test112@naver.com","2018-12-13 18:12:33",1,1,44
"test113","1234","test113","test113@naver.com","2018-12-13 18:12:33",0,1,64
"test114","1234","test114","test114@naver.com","2018-12-13 18:12:33",1,1,15
"test115","1234","test115","test115@naver.com","2018-12-13 18:12:33",1,1,57
"test116","1234","test116","test116@naver.com","2018-12-13 18:12:33",1,1,44
"test117","1234","test117","test117@naver.com","2018-12-13 18:12:33",1,1,39
"test118","1234","test118","test118@naver.com","2018-12-13 18:12:33",1,1,55
"test119","1234","test119","test119@naver.com","2018-12-13 18:12:33",1,1,53
"test120","1234","test120","test120@naver.com","2018-12-13 18:12:33",0,1,31
"test121","1234","test121","test121@naver.com","2018-12-13 18:12:33",1,1,33
"test122","1234","test122","test122@naver.com","2018-12-13 18:12:33",1,1,16
"test123","1234","test123","test123@naver.com","2018-12-13 18:12:33",0,1,62
"test124","1234","test124","test124@naver.com","2018-12-13 18:12:33",0,1,39
"test125","1234","test125","test125@naver.com","2018-12-13 18:12:33",1,1,51
"test126","1234","test126","test126@naver.com","2018-12-13 18:12:33",1,1,57
"test127","1234","test127","test127@naver.com","2018-12-13 18:12:33",0,1,45
"test128","1234","test128","test128@naver.com","2018-12-13 18:12:33",0,1,32
"test129","1234","test129","test129@naver.com","2018-12-13 18:12:33",0,1,45
"test130","1234","test130","test130@naver.com","2018-12-13 18:12:33",1,1,50
"test131","1234","test131","test131@naver.com","2018-12-13 18:12:33",0,1,48
"test132","1234","test132","test132@naver.com","2018-12-13 18:12:33",0,1,18
"test133","1234","test133","test133@naver.com","2018-12-13 18:12:33",0,1,50
"test134","1234","test134","test134@naver.com","2018-12-13 18:12:33",1,1,32
"test135","1234","test135","test135@naver.com","2018-12-13 18:12:33",1,1,16
"test136","1234","test136","test136@naver.com","2018-12-13 18:12:33",0,1,57
